Donor_Arr	Recipient_Arr	Region	Length	Psi	exclude
CH	AR	3	1325	0.00076	N
CH	AR	3	189	0.00076	N
CH	AR	3	230	0.00076	N
CH	AR	3	26	0.00076	N
CH	AR	3	2385	0.00076	N
CH	AR	3	214	0.00076	N
CH	AR	3	8446	0.00076	N
CH	AR	3	4906	0.00076	N
CH	AR	3	432	0.00076	N
CH	AR	3	117	0.00076	N
CH	AR	3	2	0.00076	N
CH	AR	3	18	0.00076	N
CH	AR	3	6	0.00056	N
CH	AR	3	8680	0.00056	N
CH	AR	3	2024	0.00056	N
CH	AR	3	2979	0.00056	N
CH	AR	3	5200	0.00056	N
CH	AR	3	541	0.00056	N
CH	AR	3	2223	0.00056	N
CH	AR	3	27	0.00056	N
CH	AR	3	14353	0.00056	N
CH	AR	3	2620	0.00056	N
CH	AR	3	18892	0.00056	N
CH	AR	3	2298	0.00056	N
CH	AR	3	831	0.00056	N
CH	AR	3	1602	0.00056	N
CH	AR	3	165	0.00056	N
CH	AR	3	5173	0.00056	N
CH	AR	3	23	0.00056	N
CH	AR	3	2368	0.00056	N
CH	AR	3	34207	0.00056	N
CH	AR	3	135435	0.00056	N
CH	AR	3	4462	0.00056	N
CH	AR	3	1012	0.00056	N
CH	AR	3	17990	0.00056	N
CH	AR	3	78	0.00056	N
CH	AR	3	8036	0.00056	N
CH	AR	3	22335	0.00056	N
CH	AR	3	1394	0.00056	N
CH	AR	3	428	0.00056	N
CH	AR	3	2814	0.00056	N
CH	AR	3	8046	0.00056	N
CH	AR	3	62	0.00056	N
CH	AR	3	3196	0.00056	N
CH	AR	3	7949	0.00056	N
CH	AR	3	3	0.00056	N
CH	AR	3	3755	0.00056	N
CH	AR	3	3104	0.00056	N
CH	AR	3	374	0.00056	N
CH	AR	3	4340	0.00056	N
CH	AR	3	78	0.00056	N
CH	AR	3	1431	0.00056	N
CH	AR	3	7310	0.00056	N
CH	AR	3	17	0.00056	N
CH	AR	3	107	0.00056	N
CH	AR	3	10897	0.00056	N
CH	AR	3	1318	0.00056	N
CH	AR	3	4969	0.00056	N
CH	AR	3	4333	0.00056	N
CH	AR	3	16662	0.00056	N
CH	AR	3	864	0.00056	N
CH	AR	3	106	0.00056	N
CH	AR	3	7633	0.00056	N
CH	AR	3	184	0.00056	N
CH	AR	3	2468	0.00056	N
CH	AR	3	2	0.00056	N
CH	AR	3	9631	0.00056	N
CH	AR	3	3447	0.00056	N
CH	AR	3	85	0.00056	N
CH	AR	3	661	0.00056	N
CH	AR	3	112	0.00056	N
CH	AR	3	11	0.00056	N
CH	AR	3	1978	0.00056	N
CH	AR	3	60	0.00056	N
CH	AR	3	7	0.00056	N
CH	AR	3	2202	0.00056	N
CH	AR	3	2267	0.001	N
CH	AR	3	5001	0.001	N
CH	AR	3	94	0.001	N
CH	AR	3	1156	0.001	N
CH	AR	3	461	0.001	N
CH	AR	3	8180	0.001	N
CH	AR	3	3707	0.001	N
CH	AR	3	462	0.001	N
CH	AR	3	64	0.001	N
CH	AR	3	1418	0.001	N
CH	AR	3	11280	0.001	N
CH	AR	3	4127	0.001	N
CH	AR	3	3	0.001	N
CH	AR	3	183	0.001	N
CH	AR	3	1441	0.001	N
CH	AR	3	3688	0.001	N
CH	AR	3	6639	0.001	N
CH	AR	3	1348	0.001	N
CH	AR	3	42	0.001	N
CH	AR	3	555	0.001	N
CH	AR	3	700	0.001	N
CH	AR	3	2	0.001	N
CH	AR	3	838	0.001	N
CH	AR	3	84	0.001	N
CH	AR	3	241	0.001	N
CH	AR	3	2300	0.001	N
CH	AR	3	178	0.001	N
CH	AR	3	125	0.001	N
CH	AR	3	4620	0.001	N
CH	AR	3	5397	0.001	N
CH	AR	3	19951	0.001	N
CH	AR	3	84	0.001	N
CH	AR	3	461	0.001	N
CH	AR	3	298	0.001	N
CH	AR	3	10912	0.001	N
CH	AR	3	4692	0.001	N
CH	AR	3	4383	0.001	N
CH	AR	3	277	0.001	N
CH	AR	3	1245	0.001	N
CH	AR	3	9	0.001	N
CH	AR	3	9	0.001	N
CH	AR	3	252	0.001	N
CH	AR	3	327	0.001	N
CH	AR	3	7838	0.001	N
CH	AR	3	488	0.001	N
CH	AR	3	3556	0.001	N
CH	AR	3	15577	0.001	N
CH	AR	3	7752	0.001	N
CH	AR	3	3188	0.001	N
CH	AR	3	641	0.001	N
CH	AR	3	1086	0.001	N
CH	AR	3	315	0.001	N
CH	AR	3	6338	0.001	N
CH	AR	3	138	0.001	N
CH	AR	3	5204	0.001	N
CH	AR	3	27	0.001	N
CH	AR	3	6797	0.001	N
CH	AR	3	2312	0.001	N
CH	AR	3	16513	0.001	N
CH	AR	3	1684	0.001	N
CH	AR	3	1674	0.001	N
CH	AR	3	509	0.001	N
CH	AR	3	270	0.001	N
CH	AR	3	29	0.001	N
CH	AR	3	8084	0.001	N
CH	AR	3	3	0.001	N
CH	AR	3	1887	0.001	N
CH	AR	3	510	0.001	N
CH	AR	3	76	0.001	N
CH	AR	3	2110	0.001	N
CH	AR	3	2	0.001	N
CH	AR	3	6	0.001	N
CH	AR	3	336	0.001	N
CH	AR	3	1422	0.001	N
CH	AR	3	899	0.001	N
CH	AR	3	3996	0.001	N
CH	AR	3	2570	0.001	N
CH	AR	3	6702	0.001	N
CH	AR	3	6	0.001	N
CH	AR	3	121	0.001	N
CH	AR	3	2838	0.001	N
CH	AR	3	1955	0.001	N
CH	AR	3	89	0.001	N
CH	AR	3	657	0.001	N
CH	AR	3	7	0.001	N
CH	AR	3	9539	0.001	N
CH	AR	3	440	0.001	N
CH	AR	3	2380	0.001	N
CH	AR	3	1802	0.001	N
CH	AR	3	1717	0.001	N
CH	AR	3	1921	0.001	N
CH	AR	3	4456	0.001	N
CH	AR	3	200	0.001	N
CH	AR	3	108	0.001	N
CH	AR	3	80	0.001	N
CH	AR	3	664	0.001	N
CH	AR	3	2152	0.001	N
CH	AR	3	1740	0.001	N
CH	AR	3	5851	0.001	N
CH	AR	3	284	0.001	N
CH	AR	3	2021	0.001	N
CH	AR	3	46	0.001	N
CH	AR	3	108	0.001	N
CH	AR	3	5	0.001	N
CH	AR	3	202	0.001	N
CH	AR	3	13	0.001	N
CH	AR	3	427	0.001	N
CH	AR	3	40	0.001	N
CH	AR	3	2169	0.001	N
CH	AR	3	2	0.001	N
CH	AR	3	604	0.001	N
CH	AR	3	115	0.001	N
CH	AR	3	5	0.001	N
CH	AR	3	4789	0.001	N
CH	AR	3	11093	0.001	N
CH	AR	3	38	0.001	N
CH	AR	3	3262	0.001	N
CH	AR	3	219	0.001	N
CH	AR	3	2758	0.001	N
CH	AR	3	536	0.001	N
CH	AR	3	4465	0.001	N
CH	AR	3	812	0.00135	N
CH	AR	3	5	0.00135	N
CH	AR	3	13	0.00135	N
CH	AR	3	2234	0.00135	N
CH	AR	3	1434	0.00135	N
CH	AR	3	2753	0.00135	N
CH	AR	3	1615	0.00135	N
CH	AR	3	60	0.00135	N
CH	AR	3	253	0.00135	N
CH	AR	3	29	0.00135	N
CH	AR	3	10	0.00135	N
CH	AR	3	617	0.00135	N
CH	AR	3	244	0.00135	N
CH	AR	3	90	0.00135	N
CH	AR	3	3864	0.00135	N
CH	AR	3	2176	0.00135	N
CH	AR	3	17	0.00135	N
CH	AR	3	185	0.00135	N
CH	AR	3	9	0.00135	N
CH	AR	3	7	0.00135	N
CH	AR	3	131	0.00135	N
CH	AR	3	383	0.00135	N
CH	AR	3	25	0.00135	N
CH	AR	3	2768	0.00135	N
CH	AR	3	3483	0.00135	N
CH	AR	3	4432	0.00135	N
CH	AR	3	9	0.00135	N
CH	AR	3	1351	0.00135	N
CH	AR	3	2803	0.00135	N
CH	AR	3	988	0.00135	N
CH	AR	3	750	0.00135	N
CH	AR	3	329	0.00135	N
CH	AR	3	9	0.00135	N
CH	AR	3	159	0.00135	N
CH	AR	3	7	0.00135	N
CH	AR	3	46	0.00135	N
CH	AR	3	243	0.00135	N
CH	AR	3	76	0.00135	N
CH	AR	3	2684	0.00135	N
CH	AR	3	4504	0.00135	N
CH	AR	3	8	0.00135	N
CH	AR	3	12	0.00135	N
CH	AR	3	3878	0.00135	N
CH	AR	3	19	0.00135	N
CH	AR	3	1000	0.00135	N
CH	AR	3	3124	0.00135	N
CH	AR	3	1191	0.00135	N
CH	AR	3	31	0.00135	N
CH	AR	3	292	0.00135	N
CH	AR	3	691	0.00135	N
CH	AR	3	4166	0.00135	N
CH	AR	3	76	0.00135	N
CH	AR	3	2589	0.00135	N
CH	AR	3	4917	0.00135	N
CH	AR	3	47	0.00135	N
CH	AR	3	5047	0.00135	N
CH	AR	3	215	0.00135	N
CH	AR	3	1265	0.00135	N
CH	AR	3	638	0.00135	N
CH	AR	3	2	0.00135	N
CH	AR	3	9832	0.00135	N
CH	AR	3	59	0.00135	N
CH	AR	3	642	0.00135	N
CH	AR	3	2349	0.00135	N
CH	AR	3	85	0.00135	N
CH	AR	3	822	0.00135	N
CH	AR	3	809	0.00135	N
CH	AR	3	55	0.00135	N
CH	AR	3	9	0.00135	N
CH	AR	3	2048	0.00135	N
CH	AR	3	157	0.00135	N
CH	AR	3	33	0.00135	N
CH	AR	3	669	0.00135	N
CH	AR	3	45	0.00135	N
CH	AR	3	215	0.00135	N
CH	AR	3	132	0.00135	N
CH	AR	3	3	0.00135	N
CH	AR	3	175	0.00135	N
CH	AR	3	15693	0.00135	N
CH	AR	3	52	0.00135	N
CH	AR	3	13	0.00135	N
CH	AR	3	1715	0.00135	N
CH	AR	3	4537	0.00135	N
CH	AR	3	128299	0.00135	N
CH	AR	3	97	0.00143	N
CH	AR	3	2258	0.00143	N
CH	AR	3	2	0.00143	N
CH	AR	3	3037	0.00143	N
CH	AR	3	105	0.00143	N
CH	AR	3	2002	0.00143	N
CH	AR	3	1662	0.00143	N
CH	AR	3	1418	0.00143	N
CH	AR	3	2	0.00143	N
CH	AR	3	15898	0.00143	N
CH	AR	3	833	0.00143	N
CH	AR	3	1859	0.00143	N
CH	AR	3	65	0.00143	N
CH	AR	3	14	0.00143	N
CH	AR	3	1187	0.00143	N
CH	AR	3	8	0.00143	N
CH	AR	3	7	0.00143	N
CH	AR	3	3	0.00143	N
CH	AR	3	1939	0.00143	N
CH	AR	3	1816	0.00143	N
CH	AR	3	5005	0.00143	N
CH	AR	3	356	0.00143	N
CH	AR	3	1602	0.00143	N
CH	AR	3	604	0.00143	N
CH	AR	3	24	0.00143	N
CH	AR	3	1054	0.00143	N
CH	AR	3	462	0.00143	N
CH	AR	3	107	0.00143	N
CH	AR	3	891	0.00143	N
CH	AR	3	1430	0.00143	N
CH	AR	3	415	0.00143	N
CH	AR	3	1180	0.00143	N
CH	AR	3	6976	0.00143	N
CH	AR	3	1040	0.00143	N
CH	AR	3	595	0.00143	N
CH	AR	3	54	0.00143	N
CH	AR	3	1722	0.00143	N
CH	AR	3	921	0.00143	N
CH	AR	3	125	0.00143	N
CH	AR	3	3396	0.00143	N
CH	AR	3	2529	0.00143	N
CH	AR	3	9	0.00143	N
CH	AR	3	4163	0.00143	N
CH	AR	3	12	0.00143	N
CH	AR	3	885	0.00143	N
CH	AR	3	31	0.00143	N
CH	AR	3	9	0.00143	N
CH	AR	3	2	0.00143	N
CH	AR	3	3	0.00143	N
CH	AR	3	927	0.00143	N
CH	AR	3	2031	0.00143	N
CH	AR	3	8	0.00143	N
CH	AR	3	106	0.00143	N
CH	AR	3	1530	0.00143	N
CH	AR	3	1880	0.00143	N
CH	AR	3	1621	0.00143	N
CH	AR	3	2	0.00143	N
CH	AR	3	5237	0.00143	N
CH	AR	3	2336	0.00143	N
CH	AR	3	4	0.00143	N
CH	AR	3	611	0.00143	N
CH	AR	3	478	0.00143	N
CH	AR	3	2921	0.00143	N
CH	AR	3	7384	0.00143	N
CH	AR	3	2777	0.00143	N
CH	AR	3	419	0.00143	N
CH	AR	3	399	0.00143	N
CH	AR	3	3172	0.00143	N
CH	AR	3	3868	0.00143	N
CH	AR	3	11	0.00143	N
CH	AR	3	116	0.00143	N
CH	AR	3	3	0.00143	N
CH	AR	3	1972	0.00143	N
CH	AR	3	4	0.00143	N
CH	AR	3	45	0.00143	N
CH	AR	3	2461	0.00143	N
CH	AR	3	1035	0.00143	N
CH	AR	3	3121	0.00143	N
CH	AR	3	252	0.00143	N
CH	AR	3	477	0.00143	N
CH	AR	3	2924	0.00143	N
CH	AR	3	2	0.00143	N
CH	AR	3	326	0.00143	N
CH	AR	3	2621	0.00143	N
CH	AR	3	61	0.00143	N
CH	AR	3	49	0.00143	N
CH	AR	3	8	0.00143	N
CH	AR	3	2048	0.00143	N
CH	AR	3	2901	0.00143	N
CH	AR	3	389	0.00143	N
CH	AR	3	1243	0.00143	N
CH	AR	3	168	0.00143	N
CH	AR	3	3010	0.00143	N
CH	AR	3	12	0.00143	N
CH	AR	3	2	0.00143	N
CH	AR	3	23	0.00143	N
CH	AR	3	5	0.00143	N
CH	AR	3	276	0.00143	N
CH	AR	3	831	0.00143	N
CH	AR	3	2133	0.00143	N
CH	AR	3	638	0.00143	N
CH	AR	3	8	0.00143	N
CH	AR	3	4070	0.00143	N
CH	AR	3	12	0.00143	N
CH	AR	3	93	0.00143	N
CH	AR	3	3122	0.00143	N
CH	AR	3	542	0.00143	N
CH	AR	3	14	0.00143	N
CH	AR	3	1410	0.00143	N
CH	AR	3	338	0.00122	N
CH	AR	3	162	0.00122	N
CH	AR	3	2648	0.00122	N
CH	AR	3	12	0.00122	N
CH	AR	3	1637	0.00122	N
CH	AR	3	1003	0.00122	N
CH	AR	3	70	0.00122	N
CH	AR	3	7	0.00122	N
CH	AR	3	15	0.00122	N
CH	AR	3	188	0.00122	N
CH	AR	3	3334	0.00122	N
CH	AR	3	163	0.00122	N
CH	AR	3	59	0.00122	N
CH	AR	3	2652	0.00122	N
CH	AR	3	888	0.00122	N
CH	AR	3	2	0.00122	N
CH	AR	3	1922	0.00122	N
CH	AR	3	1598	0.00122	N
CH	AR	3	1458	0.00122	N
CH	AR	3	4671	0.00122	N
CH	AR	3	69	0.00122	N
CH	AR	3	785	0.00122	N
CH	AR	3	1625	0.00122	N
CH	AR	3	2831	0.00122	N
CH	AR	3	13	0.00122	N
CH	AR	3	1513	0.00122	N
CH	AR	3	79	0.00122	N
CH	AR	3	49	0.00122	N
CH	AR	3	1057	0.00122	N
CH	AR	3	1752	0.00122	N
CH	AR	3	24	0.00122	N
CH	AR	3	751	0.00122	N
CH	AR	3	57	0.00122	N
CH	AR	3	652	0.00122	N
CH	AR	3	451	0.00122	N
CH	AR	3	5325	0.00122	N
CH	AR	3	277	0.00122	N
CH	AR	3	1218	0.00122	N
CH	AR	3	116	0.00122	N
CH	AR	3	3037	0.00122	N
CH	AR	3	46	0.00122	N
CH	AR	3	29	0.00122	N
CH	AR	3	8381	0.00122	N
CH	AR	3	2061	0.00122	N
CH	AR	3	36	0.00122	N
CH	AR	3	64	0.00122	N
CH	AR	3	25169	0.00122	N
CH	AR	3	2520	0.00122	N
CH	AR	3	14	0.00122	N
CH	AR	3	3360	0.00122	N
CH	AR	3	321	0.00122	N
CH	AR	3	412	0.00122	N
CH	AR	3	1890	0.00122	N
CH	AR	3	486	0.00122	N
CH	AR	3	54	0.00122	N
CH	AR	3	12	0.00122	N
CH	AR	3	7	0.00122	N
CH	AR	3	15	0.00122	N
CH	AR	3	515	0.00122	N
CH	AR	3	2474	0.00122	N
CH	AR	3	931	0.00122	N
CH	AR	3	3	0.00122	N
CH	AR	3	3258	0.00122	N
CH	AR	3	905	0.00122	N
CH	AR	3	98	0.00122	N
CH	AR	3	134	0.00122	N
CH	AR	3	64	0.00122	N
CH	AR	3	1979	0.00122	N
CH	AR	3	2273	0.00122	N
CH	AR	3	85	0.00122	N
CH	AR	3	3096	0.00122	N
CH	AR	3	81	0.00122	N
CH	AR	3	13	0.00122	N
CH	AR	3	459	0.00122	N
CH	AR	3	831	0.00122	N
CH	AR	3	5	0.00122	N
CH	AR	3	1272	0.00122	N
CH	AR	3	2281	0.00122	N
CH	AR	3	3	0.00122	N
CH	AR	3	3597	0.00122	N
CH	AR	3	1994	0.00122	N
CH	AR	3	1156	0.00122	N
CH	AR	3	4607	0.00122	N
CH	AR	3	29	0.00122	N
CH	AR	3	37	0.00122	N
CH	AR	3	3329	0.00122	N
CH	AR	3	1116	0.00122	N
CH	AR	3	448	0.00122	N
CH	AR	3	687	0.00122	N
CH	AR	3	2430	0.00122	N
CH	AR	3	6806	0.00122	N
CH	AR	3	8428	0.00122	N
CH	AR	3	3	0.00122	N
CH	AR	3	4	0.00122	N
CH	AR	3	93	0.00122	N
CH	AR	3	2387	0.00122	N
CH	AR	3	911	0.00122	N
CH	AR	3	712	0.00122	N
CH	AR	3	5066	0.00122	N
CH	AR	3	559	0.00122	N
CH	AR	3	157	0.00122	N
CH	AR	3	1564	0.00122	N
CH	AR	3	1587	0.00122	N
CH	AR	3	369	0.00122	N
CH	AR	3	13	0.00122	N
CH	AR	3	107	0.00122	N
CH	AR	3	2011	0.00122	N
CH	AR	3	41	0.00122	N
CH	AR	3	206	0.00122	N
CH	AR	3	5616	0.00122	N
CH	AR	3	48	0.00122	N
CH	AR	3	5032	0.00122	N
CH	AR	3	224	0.00122	N
CH	AR	3	3011	0.00122	N
CH	AR	3	3	0.00122	N
CH	AR	3	86	0.00122	N
CH	AR	3	14	0.00145	N
CH	AR	3	399	0.00145	N
CH	AR	3	299	0.00145	N
CH	AR	3	35	0.00145	N
CH	AR	3	3107	0.00145	N
CH	AR	3	10	0.00145	N
CH	AR	3	1033	0.00145	N
CH	AR	3	1816	0.00145	N
CH	AR	3	1540	0.00145	N
CH	AR	3	578	0.00145	N
CH	AR	3	75	0.00145	N
CH	AR	3	274	0.00145	N
CH	AR	3	4062	0.00145	N
CH	AR	3	1592	0.00145	N
CH	AR	3	1751	0.00145	N
CH	AR	3	11	0.00145	N
CH	AR	3	4813	0.00145	N
CH	AR	3	1176	0.00145	N
CH	AR	3	1583	0.00145	N
CH	AR	3	339	0.00145	N
CH	AR	3	989	0.00145	N
CH	AR	3	309	0.00145	N
CH	AR	3	2561	0.00145	N
CH	AR	3	111	0.00145	N
CH	AR	3	4611	0.00145	N
CH	AR	3	1126	0.00145	N
CH	AR	3	44	0.00145	N
CH	AR	3	9745	0.00145	N
CH	AR	3	1428	0.00145	N
CH	AR	3	15489	0.00145	N
CH	AR	3	181	0.00145	N
CH	AR	3	1134	0.00145	N
CH	AR	3	18	0.00145	N
CH	AR	3	1039	0.00145	N
CH	AR	3	2748	0.00145	N
CH	AR	3	2	0.00145	N
CH	AR	3	40	0.00145	N
CH	AR	3	1185	0.00145	N
CH	AR	3	13002	0.00145	N
CH	AR	3	44	0.00145	N
CH	AR	3	683	0.00145	N
CH	AR	3	814	0.00145	N
CH	AR	3	3	0.00145	N
CH	AR	3	18	0.00145	N
CH	AR	3	5089	0.00145	N
CH	AR	3	148	0.00145	N
CH	AR	3	462	0.00145	N
CH	AR	3	1658	0.00145	N
CH	AR	3	882	0.00145	N
CH	AR	3	3971	0.00145	N
CH	AR	3	332	0.00145	N
CH	AR	3	5	0.00145	N
CH	AR	3	184	0.00145	N
CH	AR	3	4606	0.00145	N
CH	AR	3	2761	0.00145	N
CH	AR	3	18	0.00145	N
CH	AR	3	18	0.00145	N
CH	AR	3	239	0.00145	N
CH	AR	3	8	0.00145	N
CH	AR	3	3	0.00145	N
CH	AR	3	4315	0.00145	N
CH	AR	3	757	0.00145	N
CH	AR	3	1508	0.00145	N
CH	AR	3	8	0.00145	N
CH	AR	3	1611	0.00145	N
CH	AR	3	1353	0.00145	N
CH	AR	3	194	0.00145	N
CH	AR	3	1249	0.00145	N
CH	AR	3	26	0.00145	N
CH	AR	3	271	0.00145	N
CH	AR	3	115	0.00145	N
CH	AR	3	2573	0.00145	N
CH	AR	3	227	0.00145	N
CH	AR	3	3188	0.00145	N
CH	AR	3	4	0.00145	N
CH	AR	3	27	0.00145	N
CH	AR	3	6	0.00145	N
CH	AR	3	2059	0.00145	N
CH	AR	3	159	0.00145	N
CH	AR	3	13	0.00145	N
CH	AR	3	2703	0.00145	N
CH	AR	3	4411	0.00145	N
CH	AR	3	2900	0.00145	N
CH	AR	3	705	0.00145	N
CH	AR	3	36908	0.00145	N
CH	AR	3	14	0.00145	N
CH	AR	3	742	0.00145	N
CH	AR	3	4	0.00145	N
CH	AR	3	60	0.00145	N
CH	AR	3	29	0.00145	N
CH	AR	3	87	0.00145	N
CH	AR	3	3	0.00145	N
CH	AR	3	687	0.00145	N
CH	AR	3	74	0.00145	N
CH	AR	3	1487	0.00145	N
CH	AR	3	1146	0.00145	N
CH	AR	3	338	0.00145	N
CH	AR	3	4	0.00145	N
CH	AR	3	41843	0.00145	N
CH	AR	3	29	0.00145	N
CH	AR	3	4	0.00145	N
CH	AR	3	1772	0.00145	N
CH	AR	3	630	0.00145	N
CH	AR	3	89	0.00145	N
CH	AR	3	51	0.00145	N
CH	AR	3	2227	0.00145	N
CH	AR	3	1252	0.00145	N
CH	AR	3	132	0.00145	N
CH	AR	3	1803	0.00145	N
CH	AR	3	4	0.00145	N
CH	AR	3	3	0.00145	N
CH	AR	3	6466	0.00145	N
CH	AR	3	1711	0.00145	N
CH	AR	3	1241	0.00145	N
CH	AR	3	10233	0.00145	N
CH	AR	3	914	0.00145	N
CH	AR	3	2346	0.00145	N
CH	AR	3	32	0.00145	N
CH	AR	3	504	0.00145	N
CH	AR	3	1088	0.00145	N
CH	AR	3	406	0.00145	N
CH	AR	3	533	0.00145	N
CH	AR	3	178	0.00145	N
CH	AR	3	88	0.00145	N
CH	AR	3	73	0.00145	N
CH	AR	3	36	0.00145	N
CH	AR	3	725	0.00145	N
CH	AR	3	11	0.00145	N
CH	AR	3	2547	0.00145	N
CH	AR	3	3	0.00145	N
CH	AR	3	387	0.00145	N
CH	AR	3	3892	0.00145	N
CH	AR	3	147	0.00145	N
CH	AR	3	868	0.00145	N
CH	AR	3	14	0.00145	N
CH	AR	3	790	0.00145	N
CH	AR	3	1349	0.00145	N
CH	AR	3	4865	0.00145	N
CH	AR	3	541	0.00145	N
CH	AR	3	1318	0.00145	N
CH	AR	3	69	0.00145	N
CH	AR	3	1990	0.00145	N
CH	AR	3	2753	0.00145	N
CH	AR	3	1975	0.00145	N
CH	AR	3	862	0.00145	N
CH	AR	3	4	0.00145	N
CH	AR	3	187	0.00145	N
CH	AR	3	1224	0.00145	N
CH	AR	3	2311	0.00145	N
CH	AR	3	2882	0.00145	N
CH	AR	3	1220	0.00145	N
CH	AR	3	5394	0.00145	N
CH	AR	3	4403	0.00145	N
CH	AR	3	554	0.00145	N
CH	AR	3	159	0.00145	N
CH	AR	3	8	0.00145	N
CH	AR	3	13	0.00145	N
CH	AR	3	116	0.00145	N
CH	AR	3	7	0.00145	N
CH	AR	3	1091	0.00145	N
CH	AR	3	49	0.00145	N
CH	AR	3	39	0.00145	N
CH	AR	3	2132	0.00145	N
CH	AR	3	2673	0.00145	N
CH	AR	3	826	0.00145	N
CH	AR	3	27	0.00145	N
CH	AR	3	62	0.00145	N
CH	AR	3	11	0.00145	N
CH	AR	3	16	0.00145	N
CH	AR	3	240	0.00145	N
CH	AR	3	621	0.00149	N
CH	AR	3	1024	0.00149	N
CH	AR	3	103	0.00149	N
CH	AR	3	1736	0.00149	N
CH	AR	3	251	0.00149	N
CH	AR	3	136	0.00149	N
CH	AR	3	7999	0.00149	N
CH	AR	3	63	0.00149	N
CH	AR	3	1999	0.00149	N
CH	AR	3	442	0.00149	N
CH	AR	3	37	0.00149	N
CH	AR	3	120	0.00149	N
CH	AR	3	20	0.00149	N
CH	AR	3	15	0.00149	N
CH	AR	3	5	0.00149	N
CH	AR	3	107	0.00149	N
CH	AR	3	3	0.00149	N
CH	AR	3	1936	0.00149	N
CH	AR	3	319	0.00149	N
CH	AR	3	1698	0.00149	N
CH	AR	3	347	0.00149	N
CH	AR	3	5	0.00149	N
CH	AR	3	1611	0.00149	N
CH	AR	3	703	0.00149	N
CH	AR	3	2594	0.00149	N
CH	AR	3	1928	0.00149	N
CH	AR	3	44	0.00149	N
CH	AR	3	87	0.00149	N
CH	AR	3	4	0.00149	N
CH	AR	3	2	0.00149	N
CH	AR	3	138	0.00149	N
CH	AR	3	351	0.00149	N
CH	AR	3	2	0.00149	N
CH	AR	3	5	0.00149	N
CH	AR	3	27	0.00149	N
CH	AR	3	792	0.00149	N
CH	AR	3	999	0.00149	N
CH	AR	3	11	0.00149	N
CH	AR	3	595	0.00149	N
CH	AR	3	2077	0.00149	N
CH	AR	3	386	0.00149	N
CH	AR	3	43	0.00149	N
CH	AR	3	33	0.00149	N
CH	AR	3	334	0.00149	N
CH	AR	3	216	0.00149	N
CH	AR	3	41	0.00149	N
CH	AR	3	152	0.00149	N
CH	AR	3	1811	0.00149	N
CH	AR	3	3494	0.00149	N
CH	AR	3	448	0.00149	N
CH	AR	3	9909	0.00149	N
CH	AR	3	47	0.00149	N
CH	AR	3	8639	0.00149	N
CH	AR	3	15	0.00149	N
CH	AR	3	1046	0.00149	N
CH	AR	3	271	0.00149	N
CH	AR	3	579	0.00149	N
CH	AR	3	500	0.00149	N
CH	AR	3	2153	0.00149	N
CH	AR	3	467	0.00149	N
CH	AR	3	38	0.00149	N
CH	AR	3	16	0.00149	N
CH	AR	3	298	0.00149	N
CH	AR	3	45	0.00149	N
CH	AR	3	4330	0.00149	N
CH	AR	3	90	0.00149	N
CH	AR	3	1027	0.00149	N
CH	AR	3	392	0.00149	N
CH	AR	3	46	0.00149	N
CH	AR	3	1920	0.00149	N
CH	AR	3	721	0.00149	N
CH	AR	3	4209	0.00149	N
CH	AR	3	60	0.00149	N
CH	AR	3	3478	0.00149	N
CH	AR	3	14	0.00149	N
CH	AR	3	2262	0.00149	N
CH	AR	3	746	0.00149	N
CH	AR	3	72	0.00149	N
CH	AR	3	7	0.00149	N
CH	AR	3	3	0.00149	N
CH	AR	3	25	0.00149	N
CH	AR	3	157	0.00149	N
CH	AR	3	25	0.00149	N
CH	AR	3	91	0.00149	N
CH	AR	3	1793	0.00149	N
CH	AR	3	271	0.00149	N
CH	AR	3	2980	0.00149	N
CH	AR	3	954	0.00149	N
CH	AR	3	249	0.00149	N
CH	AR	3	80	0.00149	N
CH	AR	3	11	0.00149	N
CH	AR	3	3779	0.00149	N
CH	AR	3	74	0.00149	N
CH	AR	3	1439	0.00149	N
CH	AR	3	1539	0.00149	N
CH	AR	3	47	0.00149	N
CH	AR	3	907	0.00149	N
CH	AR	3	2732	0.00149	N
CH	AR	3	351	0.00149	N
CH	AR	3	7	0.00149	N
CH	AR	3	3	0.00149	N
CH	AR	3	25	0.00149	N
CH	AR	3	91	0.00149	N
CH	AR	3	271	0.00149	N
CH	AR	3	766	0.00149	N
CH	AR	3	6	0.00149	N
CH	AR	3	541	0.00149	N
CH	AR	3	9	0.00149	N
CH	AR	3	2	0.00149	N
CH	AR	3	101	0.00149	N
CH	AR	3	208	0.00149	N
CH	AR	3	1379	0.00149	N
CH	AR	3	2	0.00149	N
CH	AR	3	1531	0.00149	N
CH	AR	3	69	0.00149	N
CH	AR	3	297	0.00149	N
CH	AR	3	160	0.00149	N
CH	AR	3	200	0.00149	N
CH	AR	3	384	0.00149	N
CH	AR	3	172	0.00149	N
CH	AR	3	355	0.00149	N
CH	AR	3	4	0.00149	N
CH	AR	3	654	0.00149	N
CH	AR	3	4	0.00149	N
CH	AR	3	783	0.00149	N
CH	AR	3	6319	0.00149	N
CH	AR	3	1932	0.00149	N
CH	AR	3	756	0.00149	N
CH	AR	3	4	0.00149	N
CH	AR	3	42	0.00149	N
CH	AR	3	44	0.00149	N
CH	AR	3	1263	0.00149	N
CH	AR	3	1018	0.00149	N
